1,"org.joda.time.base.AbstractPartial;org.joda.time.chrono.AssembledChronology;org.joda.time.chrono.BaseChronology;org.joda.time.chrono.BasicChronology;org.joda.time.chrono.BasicDayOfMonthDateTimeField;org.joda.time.chrono.BasicDayOfYearDateTimeField;org.joda.time.chrono.BasicGJChronology;org.joda.time.chrono.BasicMonthOfYearDateTimeField;org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField;org.joda.time.chrono.BasicWeekyearDateTimeField;org.joda.time.chrono.BasicYearDateTimeField;org.joda.time.chrono.GJDayOfWeekDateTimeField;org.joda.time.chrono.GJEraDateTimeField;org.joda.time.chrono.GJMonthOfYearDateTimeField;org.joda.time.chrono.GJYearOfEraDateTimeField;org.joda.time.chrono.GregorianChronology;org.joda.time.chrono.ISOChronology;org.joda.time.chrono.ISOYearOfEraDateTimeField;org.joda.time.chrono.ZonedChronology;org.joda.time.Chronology;org.joda.time.DateTimeField;org.joda.time.DateTimeFieldType;org.joda.time.DateTimeUtils;org.joda.time.DateTimeZone;org.joda.time.DurationField;org.joda.time.DurationFieldType;org.joda.time.field.BaseDateTimeField;org.joda.time.field.BaseDurationField;org.joda.time.field.DecoratedDateTimeField;org.joda.time.field.DecoratedDurationField;org.joda.time.field.DividedDateTimeField;org.joda.time.field.ImpreciseDateTimeField;org.joda.time.field.MillisDurationField;org.joda.time.field.OffsetDateTimeField;org.joda.time.field.PreciseDateTimeField;org.joda.time.field.PreciseDurationDateTimeField;org.joda.time.field.PreciseDurationField;org.joda.time.field.RemainderDateTimeField;org.joda.time.field.ScaledDurationField;org.joda.time.field.UnsupportedDateTimeField;org.joda.time.field.UnsupportedDurationField;org.joda.time.field.ZeroIsMaxDateTimeField;org.joda.time.IllegalFieldValueException;org.joda.time.IllegalInstantException;org.joda.time.JodaTimePermission;org.joda.time.Partial;org.joda.time.ReadableInterval;org.joda.time.ReadablePartial;org.joda.time.tz.CachedDateTimeZone;org.joda.time.tz.DateTimeZoneBuilder;org.joda.time.tz.DefaultNameProvider;org.joda.time.tz.FixedDateTimeZone;org.joda.time.tz.NameProvider;org.joda.time.tz.Provider;org.joda.time.tz.ZoneInfoProvider","org.joda.time.TestPartial_Constructors","org.joda.time.TestPartial_Constructors::testConstructorEx7_TypeArray_intArray"
2,"org.joda.time.base.AbstractDateTime;org.joda.time.base.AbstractInstant;org.joda.time.base.AbstractPartial;org.joda.time.base.BaseDateTime;org.joda.time.base.BaseLocal;org.joda.time.chrono.AssembledChronology;org.joda.time.chrono.BaseChronology;org.joda.time.chrono.BasicChronology;org.joda.time.chrono.BasicDayOfMonthDateTimeField;org.joda.time.chrono.BasicDayOfYearDateTimeField;org.joda.time.chrono.BasicFixedMonthChronology;org.joda.time.chrono.BasicGJChronology;org.joda.time.chrono.BasicMonthOfYearDateTimeField;org.joda.time.chrono.BasicSingleEraDateTimeField;org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField;org.joda.time.chrono.BasicWeekyearDateTimeField;org.joda.time.chrono.BasicYearDateTimeField;org.joda.time.chrono.BuddhistChronology;org.joda.time.chrono.CopticChronology;org.joda.time.chrono.GJChronology;org.joda.time.chrono.GJDayOfWeekDateTimeField;org.joda.time.chrono.GJEraDateTimeField;org.joda.time.chrono.GJMonthOfYearDateTimeField;org.joda.time.chrono.GJYearOfEraDateTimeField;org.joda.time.chrono.GregorianChronology;org.joda.time.chrono.ISOChronology;org.joda.time.chrono.ISOYearOfEraDateTimeField;org.joda.time.chrono.JulianChronology;org.joda.time.chrono.LimitChronology;org.joda.time.chrono.ZonedChronology;org.joda.time.Chronology;org.joda.time.DateTime;org.joda.time.DateTimeField;org.joda.time.DateTimeFieldType;org.joda.time.DateTimeUtils;org.joda.time.DateTimeZone;org.joda.time.DurationField;org.joda.time.DurationFieldType;org.joda.time.field.BaseDateTimeField;org.joda.time.field.BaseDurationField;org.joda.time.field.DecoratedDateTimeField;org.joda.time.field.DecoratedDurationField;org.joda.time.field.DelegatedDateTimeField;org.joda.time.field.DividedDateTimeField;org.joda.time.field.FieldUtils;org.joda.time.field.ImpreciseDateTimeField;org.joda.time.field.MillisDurationField;org.joda.time.field.OffsetDateTimeField;org.joda.time.field.PreciseDateTimeField;org.joda.time.field.PreciseDurationDateTimeField;org.joda.time.field.PreciseDurationField;org.joda.time.field.RemainderDateTimeField;org.joda.time.field.ScaledDurationField;org.joda.time.field.SkipDateTimeField;org.joda.time.field.SkipUndoDateTimeField;org.joda.time.field.UnsupportedDateTimeField;org.joda.time.field.UnsupportedDurationField;org.joda.time.field.ZeroIsMaxDateTimeField;org.joda.time.IllegalFieldValueException;org.joda.time.IllegalInstantException;org.joda.time.Instant;org.joda.time.JodaTimePermission;org.joda.time.LocalDate;org.joda.time.Partial;org.joda.time.ReadableDateTime;org.joda.time.ReadableInstant;org.joda.time.ReadableInterval;org.joda.time.ReadablePartial;org.joda.time.ReadablePeriod;org.joda.time.tz.CachedDateTimeZone;org.joda.time.tz.DateTimeZoneBuilder;org.joda.time.tz.DefaultNameProvider;org.joda.time.tz.FixedDateTimeZone;org.joda.time.tz.NameProvider;org.joda.time.tz.Provider;org.joda.time.tz.ZoneInfoProvider","org.joda.time.TestPartial_Basics","org.joda.time.TestPartial_Basics::testWith_baseAndArgHaveNoRange"
3,"org.joda.time.base.AbstractDateTime;org.joda.time.base.AbstractInstant;org.joda.time.base.BaseDateTime;org.joda.time.chrono.AssembledChronology;org.joda.time.chrono.BaseChronology;org.joda.time.chrono.BasicChronology;org.joda.time.chrono.BasicDayOfMonthDateTimeField;org.joda.time.chrono.BasicDayOfYearDateTimeField;org.joda.time.chrono.BasicGJChronology;org.joda.time.chrono.BasicMonthOfYearDateTimeField;org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField;org.joda.time.chrono.BasicWeekyearDateTimeField;org.joda.time.chrono.BasicYearDateTimeField;org.joda.time.chrono.GJDayOfWeekDateTimeField;org.joda.time.chrono.GJEraDateTimeField;org.joda.time.chrono.GJMonthOfYearDateTimeField;org.joda.time.chrono.GJYearOfEraDateTimeField;org.joda.time.chrono.GregorianChronology;org.joda.time.chrono.ISOChronology;org.joda.time.chrono.ISOYearOfEraDateTimeField;org.joda.time.chrono.ZonedChronology;org.joda.time.Chronology;org.joda.time.DateTimeField;org.joda.time.DateTimeFieldType;org.joda.time.DateTimeUtils;org.joda.time.DateTimeZone;org.joda.time.DurationField;org.joda.time.DurationFieldType;org.joda.time.field.BaseDateTimeField;org.joda.time.field.BaseDurationField;org.joda.time.field.DecoratedDateTimeField;org.joda.time.field.DecoratedDurationField;org.joda.time.field.DividedDateTimeField;org.joda.time.field.FieldUtils;org.joda.time.field.ImpreciseDateTimeField;org.joda.time.field.MillisDurationField;org.joda.time.field.OffsetDateTimeField;org.joda.time.field.PreciseDateTimeField;org.joda.time.field.PreciseDurationDateTimeField;org.joda.time.field.PreciseDurationField;org.joda.time.field.RemainderDateTimeField;org.joda.time.field.ScaledDurationField;org.joda.time.field.UnsupportedDateTimeField;org.joda.time.field.UnsupportedDurationField;org.joda.time.field.ZeroIsMaxDateTimeField;org.joda.time.format.DateTimeFormatter;org.joda.time.format.DateTimeFormatterBuilder;org.joda.time.format.DateTimeParser;org.joda.time.format.DateTimePrinter;org.joda.time.format.FormatUtils;org.joda.time.format.ISODateTimeFormat;org.joda.time.IllegalFieldValueException;org.joda.time.IllegalInstantException;org.joda.time.JodaTimePermission;org.joda.time.MutableDateTime;org.joda.time.ReadableDateTime;org.joda.time.ReadableDuration;org.joda.time.ReadableInstant;org.joda.time.ReadableInterval;org.joda.time.ReadablePeriod;org.joda.time.ReadWritableDateTime;org.joda.time.ReadWritableInstant;org.joda.time.tz.CachedDateTimeZone;org.joda.time.tz.DateTimeZoneBuilder;org.joda.time.tz.DefaultNameProvider;org.joda.time.tz.FixedDateTimeZone;org.joda.time.tz.NameProvider;org.joda.time.tz.Provider;org.joda.time.tz.ZoneInfoProvider","org.joda.time.TestMutableDateTime_Adds","org.joda.time.TestMutableDateTime_Adds::testAddYears_int_dstOverlapWinter_addZero;org.joda.time.TestMutableDateTime_Adds::testAddDays_int_dstOverlapWinter_addZero;org.joda.time.TestMutableDateTime_Adds::testAddWeeks_int_dstOverlapWinter_addZero;org.joda.time.TestMutableDateTime_Adds::testAdd_DurationFieldType_int_dstOverlapWinter_addZero;org.joda.time.TestMutableDateTime_Adds::testAddMonths_int_dstOverlapWinter_addZero"
4,"org.joda.time.base.AbstractDateTime;org.joda.time.base.AbstractInstant;org.joda.time.base.AbstractPartial;org.joda.time.base.BaseDateTime;org.joda.time.base.BaseLocal;org.joda.time.chrono.AssembledChronology;org.joda.time.chrono.BaseChronology;org.joda.time.chrono.BasicChronology;org.joda.time.chrono.BasicDayOfMonthDateTimeField;org.joda.time.chrono.BasicDayOfYearDateTimeField;org.joda.time.chrono.BasicFixedMonthChronology;org.joda.time.chrono.BasicGJChronology;org.joda.time.chrono.BasicMonthOfYearDateTimeField;org.joda.time.chrono.BasicSingleEraDateTimeField;org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField;org.joda.time.chrono.BasicWeekyearDateTimeField;org.joda.time.chrono.BasicYearDateTimeField;org.joda.time.chrono.BuddhistChronology;org.joda.time.chrono.CopticChronology;org.joda.time.chrono.GJChronology;org.joda.time.chrono.GJDayOfWeekDateTimeField;org.joda.time.chrono.GJEraDateTimeField;org.joda.time.chrono.GJMonthOfYearDateTimeField;org.joda.time.chrono.GJYearOfEraDateTimeField;org.joda.time.chrono.GregorianChronology;org.joda.time.chrono.ISOChronology;org.joda.time.chrono.ISOYearOfEraDateTimeField;org.joda.time.chrono.JulianChronology;org.joda.time.chrono.LimitChronology;org.joda.time.chrono.ZonedChronology;org.joda.time.Chronology;org.joda.time.DateTime;org.joda.time.DateTimeField;org.joda.time.DateTimeFieldType;org.joda.time.DateTimeUtils;org.joda.time.DateTimeZone;org.joda.time.DurationField;org.joda.time.DurationFieldType;org.joda.time.field.BaseDateTimeField;org.joda.time.field.BaseDurationField;org.joda.time.field.DecoratedDateTimeField;org.joda.time.field.DecoratedDurationField;org.joda.time.field.DelegatedDateTimeField;org.joda.time.field.DividedDateTimeField;org.joda.time.field.FieldUtils;org.joda.time.field.ImpreciseDateTimeField;org.joda.time.field.MillisDurationField;org.joda.time.field.OffsetDateTimeField;org.joda.time.field.PreciseDateTimeField;org.joda.time.field.PreciseDurationDateTimeField;org.joda.time.field.PreciseDurationField;org.joda.time.field.RemainderDateTimeField;org.joda.time.field.ScaledDurationField;org.joda.time.field.SkipDateTimeField;org.joda.time.field.SkipUndoDateTimeField;org.joda.time.field.UnsupportedDateTimeField;org.joda.time.field.UnsupportedDurationField;org.joda.time.field.ZeroIsMaxDateTimeField;org.joda.time.format.DateTimeFormatter;org.joda.time.format.DateTimeFormatterBuilder;org.joda.time.format.DateTimeParser;org.joda.time.format.DateTimePrinter;org.joda.time.format.FormatUtils;org.joda.time.format.ISODateTimeFormat;org.joda.time.IllegalFieldValueException;org.joda.time.IllegalInstantException;org.joda.time.Instant;org.joda.time.JodaTimePermission;org.joda.time.LocalDate;org.joda.time.Partial;org.joda.time.ReadableDateTime;org.joda.time.ReadableInstant;org.joda.time.ReadableInterval;org.joda.time.ReadablePartial;org.joda.time.ReadablePeriod;org.joda.time.tz.CachedDateTimeZone;org.joda.time.tz.DateTimeZoneBuilder;org.joda.time.tz.DefaultNameProvider;org.joda.time.tz.FixedDateTimeZone;org.joda.time.tz.NameProvider;org.joda.time.tz.Provider;org.joda.time.tz.ZoneInfoProvider","org.joda.time.TestPartial_Basics","org.joda.time.TestPartial_Basics::testWith3"
5,"org.joda.time.tz.Provider;org.joda.time.chrono.ISOChronology;org.joda.time.DateTimeZone;org.joda.time.DateTimeUtils;org.joda.time.chrono.AssembledChronology;org.joda.time.ReadablePeriod;org.joda.time.chrono.BaseChronology;org.joda.time.tz.ZoneInfoProvider;org.joda.time.tz.NameProvider;org.joda.time.tz.DateTimeZoneBuilder;org.joda.time.Chronology;org.joda.time.JodaTimePermission;org.joda.time.tz.CachedDateTimeZone;org.joda.time.IllegalInstantException;org.joda.time.ReadableInstant;org.joda.time.ReadableInterval;org.joda.time.tz.FixedDateTimeZone;org.joda.time.tz.DefaultNameProvider","org.joda.time.TestPeriod_Basics","org.joda.time.TestPeriod_Basics::testNormalizedStandard_periodType_months1;org.joda.time.TestPeriod_Basics::testNormalizedStandard_periodType_months2;org.joda.time.TestPeriod_Basics::testNormalizedStandard_periodType_monthsWeeks"
6,"org.joda.time.base.AbstractDateTime;org.joda.time.base.AbstractInstant;org.joda.time.base.AbstractPartial;org.joda.time.base.BaseDateTime;org.joda.time.base.BaseLocal;org.joda.time.chrono.AssembledChronology;org.joda.time.chrono.BaseChronology;org.joda.time.chrono.BasicChronology;org.joda.time.chrono.BasicDayOfMonthDateTimeField;org.joda.time.chrono.BasicDayOfYearDateTimeField;org.joda.time.chrono.BasicGJChronology;org.joda.time.chrono.BasicMonthOfYearDateTimeField;org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField;org.joda.time.chrono.BasicWeekyearDateTimeField;org.joda.time.chrono.BasicYearDateTimeField;org.joda.time.chrono.GJChronology;org.joda.time.chrono.GJDayOfWeekDateTimeField;org.joda.time.chrono.GJEraDateTimeField;org.joda.time.chrono.GJMonthOfYearDateTimeField;org.joda.time.chrono.GJYearOfEraDateTimeField;org.joda.time.chrono.GregorianChronology;org.joda.time.chrono.ISOChronology;org.joda.time.chrono.ISOYearOfEraDateTimeField;org.joda.time.chrono.JulianChronology;org.joda.time.chrono.ZonedChronology;org.joda.time.Chronology;org.joda.time.DateTime;org.joda.time.DateTimeField;org.joda.time.DateTimeFieldType;org.joda.time.DateTimeUtils;org.joda.time.DateTimeZone;org.joda.time.DurationField;org.joda.time.DurationFieldType;org.joda.time.field.AbstractReadableInstantFieldProperty;org.joda.time.field.BaseDateTimeField;org.joda.time.field.BaseDurationField;org.joda.time.field.DecoratedDateTimeField;org.joda.time.field.DecoratedDurationField;org.joda.time.field.DelegatedDateTimeField;org.joda.time.field.DividedDateTimeField;org.joda.time.field.FieldUtils;org.joda.time.field.ImpreciseDateTimeField;org.joda.time.field.MillisDurationField;org.joda.time.field.OffsetDateTimeField;org.joda.time.field.PreciseDateTimeField;org.joda.time.field.PreciseDurationDateTimeField;org.joda.time.field.PreciseDurationField;org.joda.time.field.RemainderDateTimeField;org.joda.time.field.ScaledDurationField;org.joda.time.field.SkipDateTimeField;org.joda.time.field.UnsupportedDateTimeField;org.joda.time.field.UnsupportedDurationField;org.joda.time.field.ZeroIsMaxDateTimeField;org.joda.time.IllegalFieldValueException;org.joda.time.IllegalInstantException;org.joda.time.Instant;org.joda.time.JodaTimePermission;org.joda.time.LocalDate;org.joda.time.ReadableDateTime;org.joda.time.ReadableInstant;org.joda.time.ReadableInterval;org.joda.time.ReadablePartial;org.joda.time.tz.CachedDateTimeZone;org.joda.time.tz.DateTimeZoneBuilder;org.joda.time.tz.DefaultNameProvider;org.joda.time.tz.FixedDateTimeZone;org.joda.time.tz.NameProvider;org.joda.time.tz.Provider;org.joda.time.tz.ZoneInfoProvider","org.joda.time.chrono.TestGJDate","org.joda.time.chrono.TestGJDate::test_cutoverPreZero;org.joda.time.chrono.TestGJDate::test_plusWeekyears_positiveToNegative_crossCutover;org.joda.time.chrono.TestGJDate::test_plusYears_positiveToZero_crossCutover;org.joda.time.chrono.TestGJDate::test_plusYears_positiveToNegative_crossCutover;org.joda.time.chrono.TestGJDate::test_plusWeekyears_positiveToZero_crossCutover"
7,"org.joda.time.base.AbstractDateTime;org.joda.time.base.AbstractInstant;org.joda.time.base.BaseDateTime;org.joda.time.chrono.AssembledChronology;org.joda.time.chrono.BaseChronology;org.joda.time.chrono.BasicChronology;org.joda.time.chrono.BasicDayOfMonthDateTimeField;org.joda.time.chrono.BasicDayOfYearDateTimeField;org.joda.time.chrono.BasicGJChronology;org.joda.time.chrono.BasicMonthOfYearDateTimeField;org.joda.time.chrono.BasicSingleEraDateTimeField;org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField;org.joda.time.chrono.BasicWeekyearDateTimeField;org.joda.time.chrono.BasicYearDateTimeField;org.joda.time.chrono.BuddhistChronology;org.joda.time.chrono.GJChronology;org.joda.time.chrono.GJDayOfWeekDateTimeField;org.joda.time.chrono.GJEraDateTimeField;org.joda.time.chrono.GJMonthOfYearDateTimeField;org.joda.time.chrono.GJYearOfEraDateTimeField;org.joda.time.chrono.GregorianChronology;org.joda.time.chrono.ISOChronology;org.joda.time.chrono.ISOYearOfEraDateTimeField;org.joda.time.chrono.JulianChronology;org.joda.time.chrono.LimitChronology;org.joda.time.chrono.ZonedChronology;org.joda.time.Chronology;org.joda.time.DateTime;org.joda.time.DateTimeField;org.joda.time.DateTimeFieldType;org.joda.time.DateTimeUtils;org.joda.time.DateTimeZone;org.joda.time.DurationField;org.joda.time.DurationFieldType;org.joda.time.field.BaseDateTimeField;org.joda.time.field.BaseDurationField;org.joda.time.field.DecoratedDateTimeField;org.joda.time.field.DecoratedDurationField;org.joda.time.field.DelegatedDateTimeField;org.joda.time.field.DividedDateTimeField;org.joda.time.field.FieldUtils;org.joda.time.field.ImpreciseDateTimeField;org.joda.time.field.MillisDurationField;org.joda.time.field.OffsetDateTimeField;org.joda.time.field.PreciseDateTimeField;org.joda.time.field.PreciseDurationDateTimeField;org.joda.time.field.PreciseDurationField;org.joda.time.field.RemainderDateTimeField;org.joda.time.field.ScaledDurationField;org.joda.time.field.SkipDateTimeField;org.joda.time.field.SkipUndoDateTimeField;org.joda.time.field.UnsupportedDateTimeField;org.joda.time.field.UnsupportedDurationField;org.joda.time.field.ZeroIsMaxDateTimeField;org.joda.time.format.DateTimeFormat;org.joda.time.format.DateTimeFormatter;org.joda.time.format.DateTimeFormatterBuilder;org.joda.time.format.DateTimeParser;org.joda.time.format.DateTimeParserBucket;org.joda.time.format.DateTimePrinter;org.joda.time.format.ISODateTimeFormat;org.joda.time.IllegalFieldValueException;org.joda.time.IllegalInstantException;org.joda.time.Instant;org.joda.time.JodaTimePermission;org.joda.time.MutableDateTime;org.joda.time.ReadableDateTime;org.joda.time.ReadableInstant;org.joda.time.ReadableInterval;org.joda.time.ReadablePartial;org.joda.time.ReadWritableDateTime;org.joda.time.ReadWritableInstant;org.joda.time.tz.CachedDateTimeZone;org.joda.time.tz.DateTimeZoneBuilder;org.joda.time.tz.DefaultNameProvider;org.joda.time.tz.FixedDateTimeZone;org.joda.time.tz.NameProvider;org.joda.time.tz.Provider;org.joda.time.tz.ZoneInfoProvider","org.joda.time.format.TestDateTimeFormatter","org.joda.time.format.TestDateTimeFormatter::testParseInto_monthDay_feb29_newYork_startOfYear;org.joda.time.format.TestDateTimeFormatter::testParseInto_monthDay_feb29_tokyo_endOfYear"
8,"org.joda.time.chrono.AssembledChronology;org.joda.time.chrono.BaseChronology;org.joda.time.chrono.ISOChronology;org.joda.time.Chronology;org.joda.time.DateTimeField;org.joda.time.DateTimeUtils;org.joda.time.DateTimeZone;org.joda.time.DurationField;org.joda.time.field.FieldUtils;org.joda.time.field.UnsupportedDateTimeField;org.joda.time.field.UnsupportedDurationField;org.joda.time.format.DateTimeFormatter;org.joda.time.format.DateTimeFormatterBuilder;org.joda.time.format.DateTimeParser;org.joda.time.format.DateTimeParserBucket;org.joda.time.format.DateTimePrinter;org.joda.time.format.FormatUtils;org.joda.time.IllegalFieldValueException;org.joda.time.IllegalInstantException;org.joda.time.JodaTimePermission;org.joda.time.ReadableInstant;org.joda.time.ReadableInterval;org.joda.time.tz.CachedDateTimeZone;org.joda.time.tz.DateTimeZoneBuilder;org.joda.time.tz.DefaultNameProvider;org.joda.time.tz.FixedDateTimeZone;org.joda.time.tz.NameProvider;org.joda.time.tz.Provider;org.joda.time.tz.ZoneInfoProvider","org.joda.time.TestDateTimeZone","org.joda.time.TestDateTimeZone::testForOffsetHoursMinutes_int_int"
9,"org.joda.time.chrono.AssembledChronology;org.joda.time.chrono.BaseChronology;org.joda.time.chrono.ISOChronology;org.joda.time.Chronology;org.joda.time.DateTimeField;org.joda.time.DateTimeUtils;org.joda.time.DateTimeZone;org.joda.time.DurationField;org.joda.time.field.FieldUtils;org.joda.time.field.UnsupportedDateTimeField;org.joda.time.field.UnsupportedDurationField;org.joda.time.format.DateTimeFormatter;org.joda.time.format.DateTimeFormatterBuilder;org.joda.time.format.DateTimeParser;org.joda.time.format.DateTimeParserBucket;org.joda.time.format.DateTimePrinter;org.joda.time.format.FormatUtils;org.joda.time.IllegalFieldValueException;org.joda.time.IllegalInstantException;org.joda.time.JodaTimePermission;org.joda.time.ReadableInstant;org.joda.time.ReadableInterval;org.joda.time.tz.CachedDateTimeZone;org.joda.time.tz.DateTimeZoneBuilder;org.joda.time.tz.DefaultNameProvider;org.joda.time.tz.FixedDateTimeZone;org.joda.time.tz.NameProvider;org.joda.time.tz.Provider;org.joda.time.tz.ZoneInfoProvider","org.joda.time.TestDateTimeZone","org.joda.time.TestDateTimeZone::testForOffsetHoursMinutes_int_int"
10,"org.joda.time.base.AbstractPartial;org.joda.time.base.BaseLocal;org.joda.time.base.BasePartial;org.joda.time.base.BaseSingleFieldPeriod;org.joda.time.chrono.AssembledChronology;org.joda.time.chrono.BaseChronology;org.joda.time.chrono.BasicChronology;org.joda.time.chrono.BasicDayOfMonthDateTimeField;org.joda.time.chrono.BasicDayOfYearDateTimeField;org.joda.time.chrono.BasicGJChronology;org.joda.time.chrono.BasicMonthOfYearDateTimeField;org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField;org.joda.time.chrono.BasicWeekyearDateTimeField;org.joda.time.chrono.BasicYearDateTimeField;org.joda.time.chrono.GJDayOfWeekDateTimeField;org.joda.time.chrono.GJEraDateTimeField;org.joda.time.chrono.GJMonthOfYearDateTimeField;org.joda.time.chrono.GJYearOfEraDateTimeField;org.joda.time.chrono.GregorianChronology;org.joda.time.chrono.ISOChronology;org.joda.time.chrono.ISOYearOfEraDateTimeField;org.joda.time.chrono.ZonedChronology;org.joda.time.Chronology;org.joda.time.DateTimeField;org.joda.time.DateTimeFieldType;org.joda.time.DateTimeUtils;org.joda.time.DateTimeZone;org.joda.time.Days;org.joda.time.DurationField;org.joda.time.DurationFieldType;org.joda.time.field.BaseDateTimeField;org.joda.time.field.BaseDurationField;org.joda.time.field.DecoratedDateTimeField;org.joda.time.field.DecoratedDurationField;org.joda.time.field.DividedDateTimeField;org.joda.time.field.FieldUtils;org.joda.time.field.ImpreciseDateTimeField;org.joda.time.field.MillisDurationField;org.joda.time.field.OffsetDateTimeField;org.joda.time.field.PreciseDateTimeField;org.joda.time.field.PreciseDurationDateTimeField;org.joda.time.field.PreciseDurationField;org.joda.time.field.RemainderDateTimeField;org.joda.time.field.ScaledDurationField;org.joda.time.field.UnsupportedDateTimeField;org.joda.time.field.UnsupportedDurationField;org.joda.time.field.ZeroIsMaxDateTimeField;org.joda.time.format.DateTimeFormat;org.joda.time.format.DateTimeFormatter;org.joda.time.format.DateTimeFormatterBuilder;org.joda.time.format.DateTimeParser;org.joda.time.format.DateTimePrinter;org.joda.time.format.ISODateTimeFormat;org.joda.time.format.ISOPeriodFormat;org.joda.time.format.PeriodFormatter;org.joda.time.format.PeriodFormatterBuilder;org.joda.time.format.PeriodParser;org.joda.time.format.PeriodPrinter;org.joda.time.IllegalFieldValueException;org.joda.time.IllegalInstantException;org.joda.time.JodaTimePermission;org.joda.time.LocalDate;org.joda.time.MonthDay;org.joda.time.Months;org.joda.time.PeriodType;org.joda.time.ReadableInstant;org.joda.time.ReadableInterval;org.joda.time.ReadablePartial;org.joda.time.ReadablePeriod;org.joda.time.ReadWritablePeriod;org.joda.time.tz.CachedDateTimeZone;org.joda.time.tz.DateTimeZoneBuilder;org.joda.time.tz.DefaultNameProvider;org.joda.time.tz.FixedDateTimeZone;org.joda.time.tz.NameProvider;org.joda.time.tz.Provider;org.joda.time.tz.ZoneInfoProvider","org.joda.time.TestDays;org.joda.time.TestMonths","org.joda.time.TestDays::testFactory_daysBetween_RPartial_MonthDay;org.joda.time.TestMonths::testFactory_monthsBetween_RPartial_MonthDay"
